row_index,employee,text_columns_used,comment_text,positive_score,negative_score,matched_phrases,basis
1051,(unknown employee),body,"Hi Don,

  I was just following up to my last email regarding the status of job opportunities in your group.  I had a death in the family and was out last week.  I know you guys are probably coming up on bidweek now and have very little time to interview.  I would really like a one on one with you to discuss opportunities as soon as you can  make some time available.  As I mentioned before, having had the opportunity to go up and observe the guys helped tremendously.  Thank you again for that.  This is exactly  what I want to do.  I hate to come out sounding like a pest, but, I am eager to start.   I want to work the night shift and get back into the fasted paced environment.  Thank you for your time, Don, hoping to hear from you soon.  

Sincerely,

Zarin Imam

X56788",0,3,,negative_word_score
1052,(unknown employee),body,"No trades with PG&E until further notice.

Kayne",0,1,,negative_word_score
1055,(unknown employee),body,"Please print attachment and make sure that e:mail addresses are included for 
the students.  Call Ted if any problems.  Thanks. We will need this to send 
invitations to students and Ted (plus some Enron folks) to a tour of Enron 
Field and dinner on January 31.  Let's talk about arranging details.  thanks.",0,1,,negative_word_score
1063,(unknown employee),body,"Hey Michael,

I just wanted to confirm my position on the team.  I know you have already 
talked to Luis Mena about putting together a team, and I would like to be on 
that team.

Hopefully this year we can practice a little more and take home the 
championship.

Hook 'em.

Eric
x3-0977",0,1,,negative_word_score
1070,(unknown employee),body,"I don't know, babe.  What did you get?


   
	Enron North America Corp.
	
	From:  Shanna Husser @ EES                           09/21/2000 11:36 AM",0,1,,negative_word_score
1071,(unknown employee),body,"Congratulations on your promotion to Manager.  Brent Price, Bob Hall, Leslie 
Reeves, Brenda Herod and I would like to invite you to a luncheon in 
recognition of your promotion on Tuesday, February 6.  We appreciate your 
contributions to the continuing success of Enron's wholesale services 
business.  We would like the opportunity to help you celebrate your 
promotion.  

Please RSVP to Patti Thompson (x39106).  Details on time and location will 
follow.  

--Sally",0,2,,negative_word_score
1080,(unknown employee),body,"I will be out of the office for most of the day on Friday, October 20.  My 
dad is experiencing serious health problems, and he is coming to Houston for 
a doctor's appointment with a specialist that I have arranged.  I will be 
going with him to the appointment.  I will have my cell phone with me 
(713-417-1591) and I will check messages throughout the day.   

In my absence, please contact the following persons on Friday regarding 
trading operations issues:

Gas Operations  Jeff Gossett  x37306
    Bob Hall  x36956
    Leslie Reeves x37962

Power Operations Jenny Latham x33982
    Leslie Reeves x37962

DPR    Mike Moscoso x35242
    
MPR    David Maxwell x36983",0,2,,negative_word_score
1082,(unknown employee),body,Would you take Terry Glenn and Charlie Garner for Fred Taylor?,0,1,,negative_word_score
1083,(unknown employee),body,"Hi Sally,

I am so excited to see you and your family.  For your written
records...we'll in be Austin from Oct 27- Oct 31.  Then, we'll travel to
Houston via the Blue Bell ice cream factory on Nov 1st -- our plane leaves
from Houston on Sat, Nov 4th about 12:30.  Doing something on Friday with
Rebecca and Tyler sounds great -- she's pretty much up for anything.

Let me know what you hear from Mo -- it would be wonderful to see her, too.
Paul and I were starting to worry that something bad had happened in her
life!  It has been so long since we have talked to her.

This week's issue of Business Week has Enron in a list of the top 50
companies who are making the Internet work for them in running their
business  -- the focus for Enron was on the different trading operations,
highlighting trading broadband capacity.  I read BW weekly and Enron seems
to be in there a lot.

Take Care,
Stephanie",1,3,,negative_word_score
1086,(unknown employee),body,"Our game is at 7:00 this week.  We play the other Enron team.  Please let me 
know whether or not you will attend.",0,1,,negative_word_score
1087,(unknown employee),body,"I forgot, I offered you Toomer and Garner for Terrell and Jackson - if you 
still want to do that then that is fine - if not look at the deal below.",0,1,,negative_word_score
1091,(unknown employee),body,"We have a game this Wednesday @ 7:00.  Pleas let me know whether or not you 
will attend.

Thanks,


Eric",0,1,,negative_word_score
1094,(unknown employee),body,"Thanks for the call.  Brenda Herod is the operations controller for EIM. 
(Brenda and Brent in their roles over EIM and EGM, respectively, are both 
direct reports of mine.)  Brenda is out of the country through the end of 
this week on vacation, touring Europe with her mom.  If there is a need to 
address this issue this week, let me know and I can start down that road 
until Brenda returns.  Let me know. 

I did hear an unsubstantiated rumor this week that Clickpaper.com is set to 
go live in London within 5 days.  I am trying to find out if that is true.   
If it is, it would be a repeat of a commercial decision in Houston to do so 
this past July without letting anyone in the mid and back office know.  We 
had to scramble to set up an infrastructure to support that in a big hurry.  
Not ideal.  I hope that history has not repeated itself.  Let me know if you 
have heard anything on this.",0,5,,negative_word_score
1104,(unknown employee),body,"Dear Enron Japan Team-

Please disregard yesterday's notice. The weekly calls have been canceled, as 
it seams to be no more need for them. Take care,

Regards,

Eddie Robles",0,1,,negative_word_score
1107,(unknown employee),body,"Our game tonight is at 7:00.  Please try to make it by 6:30.

As of now we have eight people.

Tim - can you see if Micah can play again?",0,1,,negative_word_score
1110,(unknown employee),body,"Exactly!  Mom sent me the pictures from the hospital with Anna.  I could 
easily be mistaken for her grandmother, I'm afraid.  I see pictures of myself 
and wonder who that older person is?!?  --Sally 




""Cindy White"" <cwhite@viviance.com> on 04/03/2001 09:14:22 AM",0,1,,negative_word_score
1123,(unknown employee),body,"Attached for your review are the fundamental operating standards and controls 
that have been developed by the Wholesale Services group.  These standards 
are to be met by all Enron offices and by each functional group within the 
operations process.  Qualitative standards should be viewed as the basic 
measures to be taken when opening a new office or trading a new commodity.  
Statistics measuring compliance with quantitative standards will be monitored 
on a daily basis and any issues that arise will be addressed immediately.

As business unit heads, you play a critical role in working with Operations 
to ensure that proper controls are in place and working effectively.  Please 
review this document and let me know if you have any questions or wish to 
discuss further.

Regards,

Brent",0,1,,negative_word_score
1125,(unknown employee),body,"Here are the home games when Meagan will be dancing in the half-time routine:

 Friday, September 15  7:00 pm

 Saturday, October 14  7:00 pm

 Friday, October 20  7:00 pm  (homecoming) 

There is a chance that she could be added to two other home games if 
alternates are needed.  Nothing definitive on that, of course.  She did get 
put into a routine last year as an alternate, but you never know.  

We would love for you to come for a visit this fall, and it would be fun if 
it would work around one of these games.  I have also given this schedule to 
Cindy, as she and Brigeda were interested in making it to a game.  

I am headed to Dallas early tomorrow morning.  Patti has sent you a copy of 
my itinerary.",1,6,,negative_word_score
1134,(unknown employee),body,Let me know whether or not you will be there.  Please try to make it by 9:15.,0,1,,negative_word_score
1136,(unknown employee),body,"i went ahead and forwarded your msg to tim - although i already told him that 
the 16 yr old was invited - he didn't like that too much


   


From:  Bryan Hull                                                             
01/05/2001 11:09 AM",0,1,,negative_word_score
1137,(unknown employee),body,the bitch would like you to change the 1.5 MM bid/offer to 7 MM,0,1,,negative_word_score
1148,(unknown employee),body,"Here's the Houston Chronicle Subscription Account Number you requested:

    Account Number: 10028707
    Zip Code: 77583

Using these two pieces of information, you can activate your
SubscribersADVANTAGE account features at the HoustonChronicle.com
web site's registration page:
http://www.chron.com/registration/login.hts

If you have any questions or problems registering, please call
Customer Service at 713-220-2700 between 8:00 AM and 5:00 PM Monday
through Friday, or email online@chron.com <mailto:online@chron.com>

Thank you for using HoustonChronicle.com!",0,1,,negative_word_score
1151,(unknown employee),body,"I am trying to create the WkD for other areas beside HPL/HSX E but keep 
getting an error msg for length.   Is there a way to truncate these products 
so that we can trade them on eol?  

Thanks,

Eric",0,1,,negative_word_score
1153,(unknown employee),body,"I saw a job posting for a Power Trader (24-Hr real time) in the Enron intranet and I was wandering if we could meet to discuss further. 

I have been with Enron for about a year doing power origination and trading in Latin America. I recently moved back to the US and have been working with EES for a couple of months. Before Enron I worked a few years in PSEG trading and Constellation Power Source, but not as a trader. I know the northeast (PJM mainly) power markets (24 hour) fairly well. I have always been interested in getting into the trading business and that's why this position caught my attention.

I hope you feel there may be a potential match here. If you think so, please let me know and I can forward you my resume.

Thank you

Ignacio
I",0,2,,negative_word_score
1169,(unknown employee),body,"I got my buddies phone number for the DJ  services.  He said that they do a lot of weddings.  He also said he is  open that date.  I would also appreciate if you talked to him because he is  cool about playing the crawfish boil.  Here is his number.
 
Lash LaRue (he is a coon-ass)
281-821-4936
281-821-2329
 
Need anything else let me know.
 
Thanks,
 
Scott T.",0,1,,negative_word_score
1171,(unknown employee),body,"I took the Executive Influence and Impact program in May 1999 and also took 
the follow up Communications program in 2000.  Is this another program that 
you are contacting me about, or would Enron like for us to repeat the 
program?  Hopefully HR records indicate that I completed the two programs in 
1999 and 2000.  Just let me know if I need to sign up for anything.  --Sally 


From: Ryan Seleznov/ENRON@enronXgate on 03/08/2001 02:26 PM",0,1,,negative_word_score
1177,(unknown employee),body,"i am doing great.  i am going to get my neck checked out again today ( i 
can't beilieve you gave me those faulty genes).  i am sure you know that toni 
woke up yesterday, she is cognizant and responsive but still can't speak or 
move.  i will keep you updated.

how are you?

love,

e




""K. Bass"" <daphneco64@bigplanet.com> on 08/08/2000 09:43:24 AM
Please respond to ""K. Bass"" <daphneco64@bigplanet.com>",2,3,,negative_word_score
1179,(unknown employee),body,"KEVIN AT WRI INFORMED ME THAT THE ATTACHED SCHEDULE WAS BOOKED OUT.   IT 
APPEARS IN LOTUS NOTES FOR TODAY, HOWEVER IT WILL NOT FLOW.

WRI(G)-WRI-SPP(W) - WRI ---E--- HLP - RHLP SINK





HOUSTON LIGHTING AND POWER
713-207-2740/281-894-0491(# for confirms) 
CONTACTED:  WAGNER",0,1,,negative_word_score
1180,(unknown employee),body,"Don,

AEP has informed us over the past couple of nights that they MUST HAVE tag numbers in order to do next day checkouts.  They claim that this has always been the case but we know that in the past we have not needed the tag #'s in order to check out. It appears AEP enjoys being difficult.  So it looks like going forward we will need tag numbers from the schedulers in order to check our properly with AEP.

Seely",0,1,,negative_word_score
1182,(unknown employee),body,"I know (Greg) but you gotta do what you gotta do.
About the ""Moms"" day thing - I am thinking more like maybe not - They each 
have enough of the bath shit - and I dont really know what to do - What Ideas 
do you have.  Neither of them are foo foo ish people.   I hope you and Ben 
enjoy the Park today - that sounds wonderful",0,1,,negative_word_score
1184,(unknown employee),body,"no bitch - you don't keep in touch with me either.  I actually have been 
pretty busy with the new job.  I have a friend in IT here who said that they 
are looking for 200 people to fill slots.   It's a hot job market over here.

How's compaq doing?






""Bass, Jason"" <Jason.Bass2@compaq.com> on 03/01/2000 03:40:55 PM",0,1,,negative_word_score
1185,(unknown employee),body,"could have a large impact, will keep you posted",0,1,,negative_word_score
1188,(unknown employee),body,"Your new Associate is here and currently participating in orientation.  He/She will be ready to join your business unit on Wednesday, August 15, 2001 at 12:00pm.  Please plan to pick up your new Associate at the Doubletree Hotel (conference room - Granger A&B).  Lunch will not be provided as part of orientation on the 15th so you may want to take him/her to lunch and introduce your team.

Please respond to Karen Davis at ext 5-8327 that you will be available to pick up the Associate or provide her with the name of a representative from your business unit that will be attending in your place.

Thanks,
Analyst & Associate Program",0,1,,negative_word_score
1191,(unknown employee),body,"Phillip,

Ina scheduled the conference room for tomorrow, so she's probably already
got it on your schedule, but FYI - our meeting will be in the new Enron
building, Room 6104.

See you at 10:00.
Mery


This message is for the designated recipient only and may contain
privileged, proprietary, or otherwise private information.  If you have
received it in error, please notify the sender immediately and delete the
original.  Any other use of the email by you is prohibited.",0,1,,negative_word_score
1193,(unknown employee),body,"Greetings to all Enron hourly traders,

TradersNews Energy would like to provide you with a new form for you to use
to input your hourly trade information, including off peak hourly.  Please
include your actual physical hourly trades in the attached template along
with any bid-ask indicative spreads for those hours where no actual trades
exist.  Don Baughman has authorized the distribution of your actual hourly
trade information to TradersNews Energy.

As a follow up, our over night price reporters will touch base with you and
answer any questions you may have.

OVER NIGHT CONTACT INFORMATION:
A.J. Alexander 713-647-7325
aj.alexander@ipgdirect.com

Sara Jawaid 713-647-8802
sara.jawaid@ipgdirect.com

Thanks for your help and participation,

Gene Simpson
Director- Source Development
gene.simpson@ipgdirect.com
office 713-647-6603

 - 6-hub template.xls",0,2,,negative_word_score
1194,(unknown employee),body,"Did you get 1 & 3 ?

DB",0,1,,negative_word_score
1196,(unknown employee),body,"Please find the interview packet for the above-referenced candidate.  The 
interview will occur on Wednesday January 17, 2001.  Please print all 
documents for your reference.  A hardcopy of the resume will be delivered via 
runner.  If you have any questions, or conflicts of schedule, please do not 
hesitate to contact me.






Shawn Grady
58701",0,1,,negative_word_score
1213,(unknown employee),body,did i win my bet?,0,1,,negative_word_score
1215,(unknown employee),body,"can't do it - for one I don't have curtis martin and for two fred taylor has 
no value right now - propose something for someone I have




""Bass, Jason"" <Jason.Bass2@COMPAQ.com> on 10/02/2000 08:17:35 AM",0,2,,negative_word_score
1217,(unknown employee),body,"Bus passes for January are now available at the Parking and Transportation office on the third floor of the Enron Building, ECN 306.  These passes are offered on a monthly basis and are provided at no charge to the Enron employee. However, because these buses passes are fully subsidized they must be treated as ""taxable"" income. Excluding the first $65 of the bus pass, the remaining value is subject to taxation, collectively referred to as ""imputed tax"". See example below

Example: A $100 pass is chosen by an employee. 

Subsidy for Bus Pass		$100.00
Exclusion amount			$  65.00

Taxable Income amount		$  35.00",0,1,,negative_word_score
1222,(unknown employee),body,"[IMAGE][IMAGE]	
  		
   Dear Don,  Click here now to redeem your Rose Blossom Bud Vase by Lenox!    [IMAGE]   [IMAGE]  [IMAGE]  [IMAGE]       		
  		
	 Shipping and handling charges apply.  Forgot your member name?  It is: Baughman Forgot your iWon password? Click here.    You received this email because when you registered at iWon you agreed to receive email from us. To unsubscribe from one or more email categories, please click below. Please note, changes may take up to one week to process. If you're not signed in, you will need to do so before you can update your profile. Click here.",0,1,,negative_word_score
1224,(unknown employee),body,"I was probably hopelessly stuck in traffic when we were to talk, and did not 
even realize that the time had passed. Construction on my route in to work is 
to continue until early January, and my alternate routes have proven to 
busts.  

I will call you tomorrow and see if I can catch you between issues.

Thanks for making the trip to Houston with your crew last week.  It was great 
to have people from so many different offices, supporting so many different 
commodities -- and yet with so many similar issues.  Your support for the 
interaction between offices is so valuable.  Thanks again for all of your 
efforts.  --Sally 




Mike Jordan
11/01/2000 08:57 AM",1,5,,negative_word_score
1229,(unknown employee),body,"It looks like facility charges are covered 1/2000 forward by the individual 
deals.  Mick does not think there are any other outstanding issues for 
transport as a methodology has been established and agreed upon for 1/2000 
forward.




   
	Enron North America Corp.
	
	From:  Brenda F Herod                           01/25/2000 09:21 AM",0,2,,negative_word_score
1234,(unknown employee),body,Kurt at AECI showed AECI purchasing 96 mws at $38 for HE 9.  The P&L showed this deal at $40.  I offered to meet in the middle at $39.  Kurt preferred to pull the tapes and review the deal with his day guy that did the deal.  This is a heads up on the situation.,0,1,,negative_word_score
1235,(unknown employee),body,"Please find the interview packet for the above-referenced candidate.  The 
interview will occur on Wednesday January 17, 2001.  Please print all 
documents for your reference.  A hardcopy of the resume will be delivered via 
runner.  If you have any questions, or conflicts of schedule, please do not 
hesitate to contact me.






Shawn Grady
58701",0,1,,negative_word_score
1241,(unknown employee),body,"Dear Milind, Heidi,

I haven't heard from you in a while and thought I'd drope you a line.  I 
heard today that there are some people from India who have come to Houston to 
learn about VAR as they are planning to start trading around our assets there 
(Anshuman Srivastav/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Shubh 
Shrivastava/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Pinnamaneni Krishnarao@ECT, 
Rajesh Sivaraman/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Amr 
Ibrahim/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Kirstee Hewitt/LON/ECT@ECT).

Could you fill me in on the status?

Thanks",0,1,,negative_word_score
1242,(unknown employee),body,"I would like to update you on the progress we have made on Energy Ops 
mid-year review process.  All of the ""Needs Improvement"" evaluations have 
been executed except for two which will be executed before the 9/1 deadline.  
We still need to review 51 ""Satisfactory"" evaluations.  Our target date for 
this process is September 1st.   Please forward your ""Satisfactory"" 
evaluations  to myself or Hector McLoughlin by September 1st so we can review 
them and move forward in the process.  Thank you for your help.

Anne Marie Allex",0,1,,negative_word_score
1243,(unknown employee),body,"Please find the interview packet for the above-referenced candidate.  The 
interview will occur on Wednesday January 17, 2001.  Please print all 
documents for your reference.  A hardcopy of the resume will be delivered via 
runner.  If you have any questions, or conflicts of schedule, please do not 
hesitate to contact me.






Shawn Grady
58701",0,1,,negative_word_score
1244,(unknown employee),body,"On Saturday 5-05-01, Dean, Dustin & myself were attempting to schedule a 100 
mws from NSP to AMRN for HE 16, and we received very little help or courtesy 
from the MAPP security center.  This deal cost us $1200 profit (bought $40 
from NSP and sold $52 to AMRN). Three MAPP Fs were submitted showing as the 
POD:  (NSP.AMRN, ALTW.AMRN, MEC.AMRN).    All the requests were returned as 
""refused.""  Ample ATCs were showing on the MAPP web page from NSP to AMRN, 
ALTW to AMRN, MEC to AMRN.  Pat, the file with these ATC printouts are on 
your desk.  No explanation was given as to the reason for the refusal on the 
oasis.  Furthermore, no explanation was given upon calling the MAPP Security 
Center.  In fact, the gentleman at MAPP hung up on us when we called.  

This was not an example of MAPP's finest in customer service.  Dustin 
suggested adding this situation to your complaint file.  We wanted to make 
you aware of the situation.",0,3,,negative_word_score
1252,(unknown employee),body,"Don,

I have re-activated your account to TradersNews Energy.  You will have to
re-logon.

Please go to our home page at www.tradersnewspower.com.  Click on any link.
Scroll down to the logon box on the left and enter your Username and
Password

        Username = enron        (all lower case)
        Password = power        (all lower case)

Hit enter.

Please contact me if you have any problems.

Best Regards,

Barbara Clancey
Customer Support Representative
Internet Publishing Group, Inc.
215-504-4288 x222
barbara.clancey@ipgdirect.com",0,1,,negative_word_score
1262,(unknown employee),body,"Don:

Thanks for your Email update yesterday.  We are excited about assertively
moving forward in our ""win-win"" arrangement.  I would appreciate your
thoughts on when you will complete your internal evaluation----leading to
finalizing the contract/document between our organizations (if memory serves
we discussed executing by mid/late-November?).  Thanks.

Chuck Kaniuka
Director-Sales
215-504-4288, ext. 217",0,2,,negative_word_score
1273,(unknown employee),body,"Did you know that Steve Peace starred in and wrote Attack of the Killer 
Tomatoes? Check it out at www.lexingtonnet.com/tomatoes/creators/index.htm


Bob",0,1,,negative_word_score
1274,(unknown employee),body,"Greetings to all Enron hourly traders,

TradersNews Energy would like to provide you with a new form for you to use
to input your hourly trade information, including off peak hourly.  Please
include your actual physical hourly trades in the attached template along
with any bid-ask indicative spreads for those hours where no actual trades
exist.  Don Baughman has authorized the distribution of your actual hourly
trade information to TradersNews Energy.

As a follow up, our over night price reporters will touch base with you and
answer any questions you may have.

OVER NIGHT CONTACT INFORMATION:
A.J. Alexander 713-647-7325
aj.alexander@ipgdirect.com

Sara Jawaid 713-647-8802
sara.jawaid@ipgdirect.com

Thanks for your help and participation,

Gene Simpson
Director- Source Development
gene.simpson@ipgdirect.com
office 713-647-6603

 - 6-hub template.xls",0,2,,negative_word_score
1275,(unknown employee),body,The original message is encrypted using Lotus Notes Public and Private Key security.  Encrypted messages cannot be migrated to Microsoft Exchange Server.,0,1,,negative_word_score
1276,(unknown employee),body,"I would like to formulate the breakout groups prior to the forum.  I would 
like your input on likely persons to put together in these breakout 
sessions.  Let's talk tomorrow.",0,2,,negative_word_score
1278,(unknown employee),body,"We've started breaking out separate P&L's.  It's been a very difficult 
process so far for a number of reasons.  The last processes will be 
separating out the P&L on the executive reports and on VAR. That will happen 
this week.  Meanwhile, the P&L will be retroactive to the start of the year 
and we are going through all the positions such that the total skew is zero 
or an adjustment will be made to get it there.   At the end of the year there 
will be a number next to Maggi's name that he will not dispute.  His 
contribution to the fixed side when I'm on vacations or in meetings will 
continue to be a subjective process.


From: John J Lavorato/ENRON@enronXgate on 02/19/2001 10:19 AM",0,1,,negative_word_score
1280,(unknown employee),body,"I already have a meeting scheduled for Friday from 2:00 to 2:30.  I will join 
you in the facilitator training as soon as that meeting concludes--it may not 
last a full 30 minutes.  In case I can not make the meeting, I have printed 
the attachment.  Thanks.",0,2,,negative_word_score
1281,(unknown employee),body,"On Saturday 5-05-01, Dean, Dustin & myself were attempting to schedule a 100 
mws from NSP to AMRN for HE 16, and we received very little help or courtesy 
from the MAPP security center.  This deal cost us $1200 profit (bought $40 
from NSP and sold $52 to AMRN). Three MAPP Fs were submitted showing as the 
POD:  (NSP.AMRN, ALTW.AMRN, MEC.AMRN).    All the requests were returned as 
""refused.""  Ample ATCs were showing on the MAPP web page from NSP to AMRN, 
ALTW to AMRN, MEC to AMRN.  Pat, the file with these ATC printouts are on 
your desk.  No explanation was given as to the reason for the refusal on the 
oasis.  Furthermore, no explanation was given upon calling the MAPP Security 
Center.  In fact, the gentleman at MAPP hung up on us when we called.  

This was not an example of MAPP's finest in customer service.  Dustin 
suggested adding this situation to your complaint file.  We wanted to make 
you aware of the situation.",0,3,,negative_word_score
1283,(unknown employee),body,"Jeff,

Could we set up an inspection for this Friday at 2:00?

Listing for Burnet is in the mail

Phillip",0,1,,negative_word_score
1286,(unknown employee),body,"Just a reminder for Monday to get this for me.  Too bad they didn't deliver 
these!  Thanks.  --Sally",0,2,,negative_word_score
1291,(unknown employee),body,"Don,
I got a call from another Hourly Trading floor that uses Enron online and is
looking to do some hourly deals at Cinergy.
He said he has not seen anything for over a month.  Do you think you guys
will put the TNE numbers back up, or if they are where should he be looking.

How was Vegas?

Regards,
Jeff
713-647-8802",0,1,,negative_word_score
1298,(unknown employee),body,"Gastrader  Free Trial!  NEW!         Up to the minute, personalized          advice on buying/selling natural gas and gas futures from long-time trader and          analyst, Bill Burson   (NATURAL         GAS FUTURES TRADING, RISK MANAGEMENT, AND GAS PRICES)    		
 [IMAGE]     The           News You Need to Know:  Weather              Trading             Recommendations Price             Trends Market             Outlook Economic             Analysis	 Special offer! One Year Subscription Only $495 (normally $595)             Download this week's issue at http://www.pmaconference.com/gastrader.pdf    Gas Trader is the weekly which gives you the kinds of forecasts normally only available from a broker-- and it's not just a weekly.  Subscribers have access to daily updates on the web!                                    	    [IMAGE]    [IMAGE]	
		  Gas Trader Where Prices Are Going-- Not Where They've Been",0,3,,negative_word_score
1299,(unknown employee),body,"I'm sorry for whatever is causing the difficulty for the night desk sending
us the hourly trades that day. I realize how frustrating it must be to take
the time to send it only to hear it did not show up for some reason.

Attached is a template, which includes 5 hubs: AEP, Cinergy, Entergy/SPP,
ComEd, and TVA. The last 2 are next on our list for expansion, and our plan
is to start them at some point during this first quarter. Please include any
hourly deals for these hubs, too, if you have any. The template can then be
emailed to tradersnewsindexes@ipgdirect.com and a link to that email address
is in the template for your convenience.

Thank you again for all your time, and please let me know if there is
something I can do to help you all.


Ellen Clardy, Ph.D.
Power Market Analyst
TradersNews
713/647-6603
ellen.clardy@ipgdirect.com

 - 5ndxtemplate.xls",0,3,,negative_word_score
1302,(unknown employee),body,"hey jason,

how is the new job?  shanna and I would like to know if you and donnita want 
to do dinner again this friday? let me know

-e




Jason Bass <JBass@stdauto.com> on 02/21/2001 10:11:30 AM",0,2,,negative_word_score
1304,(unknown employee),body,"Hey Danny,

When does the next flag football season start at the YMCA?  We would like to 
play in the next league.

Also,  are you planning to have another flag football tournament this 
summer?  If so, when?

Thanks,

Eric",0,1,,negative_word_score
1307,(unknown employee),body,"I have asked my assistant Patti to help me in setting up meetings for next 
week and I had asked her to arrange  a lunch with you and Brent, plus some 
time for just the two of us to get together.  

We are continuing the worldwide operations/controls review at the request of 
the two Rick's (Causey and Buy).  That will include a look at Continental 
power, UK power, UK gas and global products.  Looks as if sometime in April 
will be the date for that, however, not next week.  --Sally 






Barry Pearce
03/14/2000 08:29 AM",0,1,,negative_word_score
1310,(unknown employee),body,"Don, 

Joe is a guy you definitely want to consider.  In fact, we wanted to bring him into our group, but we are in a hiring freeze and with the changes occurring in our group we don't know when we would be able to bring him in.  Anyway, just wanted to give you some feedback.  Hope you didn't get drowned out this weekend!!

Take care,

John",0,2,,negative_word_score
1313,(unknown employee),body,"This in an automated e-mail sent out from the Commissioner.COM
web site.  Do not reply to this e-mail, but instead please visit
your league's site at http://football.commissioner.com/kourn


-------------------------------------------------------------

Gary Lamphier requests the following transaction:.


  Drop Randall Cunningham.
  Add Laveranues Coles.

-------------------------------------------------------------

To approve this transaction, please go to your web site and
select Transactions, Requests in the Front Office.",0,1,,negative_word_score
1316,(unknown employee),body,"The information contained herein is based on sources that we believe to be
reliable, but we do not represent that it is accurate or complete.  Nothing
contained herein should be considered as an offer to sell or a solicitation
of an offer to buy any financial instruments discussed herein.  Any
opinions expressed herein are solely those of the author.  As such, they
may differ in material respects from those of, or expressed or published by
on behalf of Carr Futures or its officers, directors, employees or
affiliates.  ? 2001 Carr Futures


The charts are now available on the web by clicking on the hot link(s)
contained in this email. If for any reason you are unable to receive the
charts via the web, please contact me via email and I will email the charts
to you as attachments.



Distillate     http://www.carrfut.com/research/Energy1/hoil33.pdf
Unleaded     http://www.carrfut.com/research/Energy1/unlded33.pdf

J",0,1,,negative_word_score
1318,(unknown employee),body,"Please send me $110 for dues by the week 3 games (9/17).  If I do not have 
your money by this time you will forfeit games until I receive.

-the commish",0,1,,negative_word_score
1319,(unknown employee),body,"When entering deals into the P&L please use the drop down box for the 
counterparties.  Rao has developed a comparison activity report that will 
compare enpower to the p&l for us.  If we can enter our deals using the drop 
down  box then he can finish cleaning up the last few bugs so that we can get 
it into production in the next couple of days.

Thanks
Kayne",0,1,,negative_word_score
1320,(unknown employee),body,"Kurt at AECI showed AECI purchasing 96 mws at $38 for HE 9.  The P&L showed 
this deal at $40.  I offered to meet in the middle at $39.  Kurt preferred to 
pull the tapes and review the deal with his day guy that did the deal.  This 
is a heads up on the situation.",0,1,,negative_word_score
1323,(unknown employee),body,"Around midnight last night as I was creating our calendar for the week, I ran 
through the incoming calls on caller ID to find the piano teacher's number.  
I think that I saw yours.  Did I miss you sometime this weekend?  With almost 
two teenagers in the house, my personal messages have dropped very far down 
the list in importance.  I an never quite sure that I get messages that 
anyone calls!  Feel free to call me at work, or I can try to catch you during 
my commute tonight again.  

Hope you had a good weekend.  Ours involved homework, shoe shopping and 
continuing the search for new clothes.  Our friend Mo was in town from London 
and had burgers with us on Saturday night.    --Sally",1,3,,negative_word_score
1327,(unknown employee),body,"Something to bring some holiday cheer.   Definitely one worth watching again.
  
 - Sundae.pps",0,1,,negative_word_score
1332,(unknown employee),body,"can't make it - i'm sick


   


From:  Bryan Hull                                                             
10/16/2000 01:41 PM",0,1,,negative_word_score
1334,(unknown employee),body,"I have spoken with Calger about us going through the West Power contracts with his team next Tuesday through Friday.  They are gathering an extended set of information (including the items on the current matrix) on their top 25 exposures.  The top 25 exposures include the top exposures under Master agreements and in many cases include numerous contracts.  Chris said that the 26th exposure was about $10MM and one would need to get to about the 50th exposure to get below $1MM.  I asked him to forward down whatever they had completed to date so we could get educated and keep a central file.  He is also going to forward a call in number for a conference call tomorrow so we can begin to get educated on the current effort.

Lorraine Becker (ext. 31680) will be handling travel arrangements.  Please forward your credit card # so she can complete the reservations.  
(P.S. Piper is getting verification from Bowen regarding travel expenditures.)


			-WAX",0,2,,negative_word_score
1336,(unknown employee),body,"Tom has come to a decision on what to do with the ubiquitous accrual value.  
60% of this value should be credited to Greg's Transport expense on a monthly 
basis.  Tom, in turn, will cover Ed on this portion of the expense.

For example:

Accrual Value comes out to be $300,000 for the month of April.

This means that:

Greg's portion of this value is 60% of $300,000 = $180,000
Tom's portion of this value is 40% of $300,000 = $120,000

Greg's Transport Expense is ($700,000)
So, Tom will cover                      $180,000 of this expense
Greg's adjusted Expense is   ($520,000)

Greg's P&L is net better off by the $180,000 of accrual value
Tom's P&L is net better off by $120,000  of accrual value which had not been 
previously recognized.
Ed's P&L is net unchanged from all of the above.


Call with questions.

Eric
x3-0977",0,1,,negative_word_score
1338,(unknown employee),body,"Dale,

Have you heard anything more on the 5 X 24s?  We would like to get this 
product out ASAP.


Thanks,

Eric",0,1,,negative_word_score
